chr,bp_mm10,megamuga,gigamuga
19,55926900,UNC30542110,UNC30542110
19,55935965,JAX00480805,JAX00480805;JAX00480805r
19,55948470,UNC30542389,UNC30542389
19,55970346,UNC30542671,UNC30542671
19,55991990,UNC30542850,UNC30542850
19,56034533,UNC30543375,UNC30543375
19,56064108,UNC30543829,UNC30543829
19,56089215,UNC30544344,UNC30544344
19,56100995,JAX00480830,JAX00480830
19,56101098,UNC30544538,UNC30544538
19,56119817,UNC30544883,UNC30544883
19,56143654,UNC30545287,UNC30545287
19,56189590,UNC30545942,UNC30545942
19,56199597,UNC30546083,UNC30546083
19,56216807,JAX00480859,JAX00480859
19,56226011,UNC30546524,UNC30546524
19,56271647,UNC30547145,UNC30547145
19,56282782,JAX00090254,JAX00090254
19,56303259,UNC30547799,UNC30547799
19,56319195,UNC30548060,UNC30548060
19,56331726,UNC30548190,UNC30548190
19,56333488,JAX00480891,JAX00480891;JAX00480891r
19,56355374,UNC30548607,UNC30548607
19,56386730,UNC30549270,UNC30549270
19,56400085,UNC30549555,UNC30549555
19,56427001,UNC30549978,UNC30549978
19,56471812,UNC30550675,UNC30550675
19,56486162,UNC30550943,UNC30550943
19,5650883,UNC29844952,UNC29844952
19,56544923,UNC30551235,UNC30551235
19,56559527,UNC30551355,UNC30551355
19,56600222,UNC30551850,UNC30551850
19,56623839,UNC30552172,UNC30552172
19,56650419,UNC30552529,UNC30552529
19,56684356,UNC30552975,UNC30552975
19,56706474,UNC30553250,UNC30553250
19,56734540,UNC30553516,UNC30553516
19,56753140,UNC30553730,UNC30553730
19,56780174,UNC30554045,UNC30554045
19,56796640,UNC30554251,UNC30554251
19,56809375,JAX00481020,JAX00481020
19,56810752,UNC30554374,UNC30554374
19,56830344,,JAX00481028;JAX00481028q
19,56833019,UNC30554639,UNC30554639
19,56855185,UNC30554951,UNC30554951
19,56873010,UNC30555204,UNC30555204
19,5689430,UNC29845290,UNC29845290
19,56904272,UNC30555696,UNC30555696
19,56926388,UNC30556064,UNC30556064
19,56937055,UNC30556245,UNC30556245
19,56954515,UNC30556595,UNC30556595
19,56967130,UNC30556819,UNC30556819
19,56975340,UNC30556961,UNC30556961
19,56985463,UNC30557110,UNC30557110
19,56993476,UNC30557303,UNC30557303
19,57004383,UNC30557511,UNC30557511
19,57007730,JAX00481071,JAX00481071
19,57024576,UNC30557920,UNC30557920
19,57031225,UNC30558073,UNC30558073
19,57042223,UNC30558321,UNC30558321
19,57052130,UNC30558533,UNC30558533
19,57064353,UNC30558783,UNC30558783
19,57077478,UNC30559086,UNC30559086
19,57090710,UNC30559311,UNC30559311
19,57100302,UNC30559492,UNC30559492
19,57107590,UNC30559636,UNC30559636
19,57116459,UNC30559855,UNC30559855
19,57128222,UNC30560062,UNC30560062
19,57142604,UNC30560333,UNC30560333
19,57152464,UNC30560571,UNC30560571
19,57167383,UNC30560818,UNC30560818
19,57176782,UNC30561002,UNC30561002
19,57182348,UNC30561077,UNC30561077
19,57183289,JAX00481153,JAX00481153
19,57194091,UNC30561293,UNC30561293
19,57209308,UNC30561535,UNC30561535
19,57231541,UNC30561916,UNC30561916
19,57243977,UNC30562078,UNC30562078
19,57255460,UNC30562261,UNC30562261
19,57264400,UNC30562397,UNC30562397
19,57279247,UNC30562586,UNC30562586
19,57292793,UNC30562855,UNC30562855
19,57307988,UNC30563087,UNC30563087
19,57330771,UNC30563413,UNC30563413
19,57343957,UNC30563645,UNC30563645
19,57356993,UNC30563918,UNC30563918
19,57368607,UNC30564065,UNC30564065
19,57373145,UNC30564127,UNC30564127
19,57404366,UNC30564566,UNC30564566
19,57423763,UNC30564695,UNC30564695
19,57436734,UNC30564845,UNC30564845
19,57439351,UNC30564891,UNC30564891
19,57456189,UNC30565125,UNC30565125
19,57466664,UNC30565277,UNC30565277
19,57473484,UNC30565413,UNC30565413
19,57489487,UNC30565665,UNC30565665
19,57501209,UNC30565876,UNC30565876
19,57511685,UNC30565995,UNC30565995
19,57523109,UNC30566055,UNC30566055
19,57534807,UNC30566213,UNC30566213
19,57548956,UNC30566385,UNC30566385
19,57555586,UNC30566488,UNC30566488
19,57568463,UNC30566555,UNC30566555
19,57579262,UNC30566692,UNC30566692
19,5758286,UNC29845938,UNC29845938
19,57601898,UNC30567010,UNC30567010
19,57633978,UNC30567406,UNC30567406
19,57647612,UNC30567537,UNC30567537
19,57656198,UNC30567731,UNC30567731
19,57668813,UNC30567892,UNC30567892
19,57677474,UNC30567994,UNC30567994
19,57701016,UNC30568374,UNC30568374
19,57712439,UNC30568555,UNC30568555
19,57718314,JAX00090362,JAX00090362
19,57734251,UNC30568804,UNC30568804;UNCHS048072
19,57754631,UNC30569180,UNC30569180
19,57766247,UNC30569376,UNC30569376
19,57779059,UNC30569613,UNC30569613
19,57787283,UNC30569795,UNC30569795
19,57799305,UNC30570006,UNC30570006
19,57817350,UNC30570321,UNC30570321
19,57823469,UNC30570411,UNC30570411
19,57834988,UNC30570469,UNC30570469
19,57842558,UNC30570564,UNC30570564
19,57858153,UNC30570820,UNC30570820
19,57869570,UNC30570939,UNC30570939
19,57880587,UNC30571060,UNC30571060
19,57890727,UNC30571180,UNC30571180
19,57907570,UNC30571416,UNC30571416
19,57914586,UNC30571513,UNC30571513
19,57925920,UNC30571657,UNC30571657
19,57934963,UNC30571771,UNC30571771
19,57960030,UNC30571997,UNC30571997
19,57971178,UNC30572139,UNC30572139
19,57978364,UNC30572302,UNC30572302
19,57992366,UNC30572458,UNC30572458
19,58003153,UNC30572568,UNC30572568
19,58014650,UNC30572671,UNC30572671
19,58024982,UNC30572779,UNC30572779
19,58035601,UNC30572880,UNC30572880
19,58061349,UNC30573182,UNC30573182
19,58071108,UNC30573335,UNC30573335
19,58084409,UNC30573561,UNC30573561
19,58090871,UNC30573659,UNC30573659
19,58102858,UNC30573889,UNC30573889
19,58116866,UNC30574071,UNC30574071
19,58126867,UNC30574272,UNC30574272
19,58138223,UNC30574412,UNC30574412
19,58152772,UNC30574632,UNC30574632
19,58161580,UNC30574762,UNC30574762
19,58166293,UNC30574817,UNC30574817
19,58184465,,JAX00481395;JAX00481395q
19,58184769,UNC30575086,UNC30575086
19,58194132,UNC30575206,UNC30575206
19,58204392,UNC30575327,UNC30575327
19,58215360,UNC30575451,UNC30575451
19,58228092,UNC30575577,UNC30575577
19,58241526,UNC30575730,UNC30575730
19,58250004,UNC30575827,UNC30575827
19,58262623,UNC30576028,UNC30576028
19,58271641,UNC30576168,UNC30576168
19,58286753,UNC30576425,UNC30576425
19,58294389,UNC30576522,UNC30576522
19,58304547,UNC30576638,UNC30576638
19,58316170,UNC30576712,UNC30576712
19,58329046,UNC30576850,UNC30576850
19,58340233,UNC30577049,UNC30577049
19,58345461,UNC30577165,UNC30577165
19,58357319,UNC30577225,UNC30577225
19,58358337,UNC30577235,UNC30577235
19,58360457,UNC30577258,UNC30577258
19,58362186,UNC30577291,UNC30577291
19,58365001,UNC30577328,UNC30577328
19,58373399,UNC30577415,UNC30577415
19,58381007,UNC30577534,UNC30577534
19,58390557,UNC30577645,UNC30577645
19,58398761,UNC30577730,UNC30577730
19,58404238,UNC30577817,UNC30577817
19,58426160,UNC30578052,UNC30578052
19,58435108,UNC30578123,UNC30578123
19,58443063,UNC30578206,UNC30578206
19,58463827,UNC30578421,UNC30578421
19,58467693,UNC30578471,UNC30578471
19,58476218,UNC30578585,UNC30578585
19,58489514,UNC30578830,UNC30578830
19,58498956,UNC30578956,UNC30578956
19,58507539,UNC30579080,UNC30579080
19,58515267,UNC30579167,UNC30579167
19,58525742,UNC30579256,UNC30579256
19,58531461,UNC30579313,UNC30579313
19,58544012,UNC30579420,UNC30579420
19,58551859,UNC30579474,UNC30579474
19,58559083,UNC30579565,UNC30579565
19,58566870,UNC30579683,UNC30579683
19,58579584,UNC30579808,UNC30579808
19,58601449,UNC30580022,UNC30580022
19,58606504,UNC30580062,UNC30580062
19,58615428,UNC30580160,UNC30580160
19,58623439,UNC30580208,UNC30580208
19,58626202,UNC30580240,UNC30580240
19,58627648,UNC30580257,UNC30580257
19,58628810,UNC30580272,UNC30580272
19,58629574,UNC30580282,UNC30580282
19,58632108,UNC30580304,UNC30580304
19,58634440,UNC30580318,UNC30580318
19,58636482,UNC30580345,UNC30580345
19,58639771,UNC30580377,UNC30580377
19,58643999,UNC30580434,UNC30580434
19,58645239,UNC30580452,UNC30580452
19,58646536,UNC30580465,UNC30580465
19,58647722,UNC30580471,UNC30580471
19,58648160,UNC30580477,UNC30580477
19,58649679,UNC30580499,UNC30580499
19,58651169,UNC30580519,UNC30580519
19,58651897,UNC30580523,UNC30580523
19,58653057,UNC30580527,UNC30580527
19,58653947,UNC30580541,UNC30580541
19,58655257,UNC30580566,UNC30580566
19,58656455,UNC30580578,UNC30580578
19,58657545,UNC30580596,UNC30580596
19,58658764,UNC30580616,UNC30580616
19,58660592,UNC30580631,UNC30580631
19,58661947,UNC30580647,UNC30580647
19,58663035,UNC30580662,UNC30580662
19,58673481,UNC30580799,UNC30580799
19,58715653,UNC30581347,UNC30581347
19,5872016,UNC29847184,UNC29847184
19,58740236,UNC30581580,UNC30581580
19,58749658,JAX00481554,JAX00481554
19,58769045,UNC30581757,UNC30581757
19,58774739,UNC30581796,UNC30581796
19,58809341,UNC30582147,UNC30582147
19,58818697,JAX00481568,JAX00481568
19,58825204,UNC30582378,UNC30582378
19,58852439,UNC30582698,UNC30582698
19,58875623,UNC30582971,UNC30582971
19,58905269,UNC30583310,UNC30583310
19,58918272,UNC30583474,UNC30583474
19,58941878,UNC30583718,UNC30583718
19,58964700,UNC30584071,UNC30584071
19,58996022,UNC30584381,UNC30584381
19,58997086,JAX00090460,JAX00090460
19,59000246,UNC30584421,UNC30584421
19,59033545,UNC30584710,UNC30584710
19,59053912,UNC30584932,UNC30584932
19,59072240,JAX00481628,JAX00481628
19,59077631,UNC30585110,UNC30585110
19,59100459,UNC30585319,UNC30585319
19,59161987,UNC30586125,UNC30586125
19,59190547,UNC30586356,UNC30586356;UNCHS048104
19,59219009,UNC30586618,UNC30586618
19,59244430,UNC30586931,UNC30586931
19,59247784,UNC30587009,UNC30587009
19,59259419,JAX00090478,JAX00090478
19,59273791,UNC30587429,UNC30587429
19,59320827,UNC30587725,UNC30587725
19,59349663,UNC30588021,UNC30588021
19,59362925,UNC30588172,UNC30588172
19,59393684,UNC30588489,UNC30588489
19,59415570,UNC30588773,UNC30588773
19,59444801,UNC30589004,UNC30589004
19,59462216,UNC30589163,UNC30589163
19,59486145,UNC30589417,UNC30589417
19,5950370,UNC29847961,UNC29847961
19,59505944,UNC30589668,UNC30589668
19,59522802,UNC30589833,UNC30589833
19,59550285,UNC30590171,UNC30590171
19,59566033,UNC30590396,UNC30590396
19,59597079,UNC30590753,UNC30590753
19,59618284,UNC30590967,UNC30590967
19,59637885,UNC30591141,UNC30591141
19,59661743,UNC30591432,UNC30591432
19,59685081,UNC30591665,UNC30591665
19,59707632,UNC30591867,UNC30591867
19,59729740,UNC30592086,UNC30592086
19,59756689,UNC30592323,UNC30592323
19,59773381,UNC30592555,UNC30592555
19,59806107,UNC30592798,UNC30592798
19,59824384,UNC30592929,UNC30592929
19,59832223,UNC30593037,UNC30593037
19,59858199,JAX00481757,JAX00481757
19,59866932,UNC30593305,UNC30593305
19,59871900,JAX00481761,JAX00481761
19,59877920,JAX00481762,JAX00481762
19,59877986,JAX00481763,JAX00481763
19,59878526,UNC30593396,UNC30593396
19,59900262,UNC30593610,UNC30593610
19,59901749,JAX00481773,JAX00481773
19,59934171,UNC30593827,UNC30593827
19,59955662,UNC30593983,UNC30593983
19,59974623,UNC30594156,UNC30594156
19,59981605,JAX00481791,JAX00481791
19,60002374,UNC30594454,UNC30594454
19,60026030,JAX00481805,JAX00481805
19,60041828,UNC30594905,UNC30594905
19,60073734,JAX00481815,JAX00481815
19,60097242,UNC30595480,UNC30595480
19,60116324,UNC30595713,UNC30595713
19,60135162,UNC30595883,UNC30595883
19,60157564,UNC30596055,UNC30596055
19,60163072,JAX00481828,JAX00481828
19,60182330,UNC30596260,UNC30596260
19,60196548,UNC30596357,UNC30596357
19,60227669,UNC30596672,UNC30596672
19,60245752,UNC30596841,UNC30596841
19,60264496,UNC30597077,UNC30597077
19,60278012,JAX00090554,JAX00090554
19,6027842,UNC29849062,UNC29849062
19,60312603,JAX00481854,JAX00481854
19,60315320,UNC30597622,UNC30597622
19,60363930,UNC30597975,UNC30597975
19,60383903,UNC30598136,UNC30598136
19,60481378,UNC30599086,UNC30599086;UNCHS048154
19,60619334,UNC30600194,UNC30600194
19,60631488,JAX00090581,JAX00090581
19,60702030,UNC30601220,UNC30601220
19,60767250,,JAX00481940;JAX00481940q
19,60792174,UNC30601828,UNC30601828
19,60835881,JAX00481951,JAX00481951
19,6083629,UNC29849578,UNC29849578
19,60867542,UNC30602748,UNC30602748
19,60921795,JAX00481976,JAX00481976
19,60987589,UNC30603546,UNC30603546
19,61001300,JAX00090608,JAX00090608
19,61001364,JAX00481991,JAX00481991
19,61008586,JAX00481993,JAX00481993
19,61012985,UNC30603693,UNC30603693
19,61021895,UNC30603794,UNC30603794
19,61035834,JAX00090611,JAX00090611
19,6104623,JAX00469547,JAX00469547
19,61048798,JAX00482006,JAX00482006
19,61060185,UNC30604129,UNC30604129
19,61075697,UNC30604298,UNC30604298
19,61076510,JAX00482009,JAX00482009
19,61086119,UNC30604405,UNC30604405
19,61092952,JAX00482013,JAX00482013
19,61103683,UNC30604501,UNC30604501
19,61132595,UNC30604723,UNC30604723
19,61166830,UNC30604935,UNC30604935
19,61195089,UNC30604977,UNC30604977
19,61207465,UNC30604999,UNC30604999
19,61208755,JAX00090625,JAX00090625
19,61237687,UNC30605071,UNC30605071
19,61253509,UNC30605086,UNC30605086
19,61256106,JAX00090627,JAX00090627
19,61261300,JAX00482022,JAX00482022
19,6219948,JAX00469562,JAX00469562
19,6223326,UNC29851182,UNC29851182
19,6231544,JAX00469573,JAX00469573
19,6304452,JAX00469605,JAX00469605
19,6386046,UNC29852402,UNC29852402
19,6443963,JAX00469629,JAX00469629;JAX00469629r
19,6458874,UNC29853003,UNC29853003
19,6521288,JAX00469650,JAX00469650
19,6532855,UNC29853576,UNC29853576
19,6571054,JAX00469668,JAX00469668
19,6580813,UNC29854243,UNC29854243
19,6675987,,JAX00469709;JAX00469709r
19,6678377,UNC29855562,UNC29855562
19,6828231,UNC29855954,UNC29855954
19,6908421,UNC29856661,UNC29856661
19,6983585,UNC29857130,UNC29857130
19,7048436,UNC29857813,UNC29857813
19,7125798,UNC29858472,UNC29858472
19,7199356,UNC29859195,UNC29859195
19,7263405,backupJAX00469786,backupJAX00469786
19,7289271,,JAX00469791;UNCHS047115
19,7347889,UNC29860444,UNC29860444
19,7418665,UNC29861333,UNC29861333
19,7498104,UNC29862012,UNC29862012
19,7541413,JAX00469833,JAX00469833
19,7632373,UNC29863583,UNC29863583
19,7659456,JAX00469854,JAX00469854
19,7748735,UNC29864506,UNC29864506
19,7858864,UNC29864970,UNC29864970
19,8009960,UNC29865458,UNC29865458
19,8083338,UNC29865775,UNC29865775
19,8160319,UNC29866051,UNC29866051
19,8446688,JAX00469933,JAX00469933
19,8472153,JAX00086690,JAX00086690
19,8475122,JAX00469941,JAX00469941
19,8476073,JAX00469943,JAX00469943
19,8478982,JAX00469945,JAX00469945
19,8525977,UNC29867469,UNC29867469
19,8602445,UNC29868074,UNC29868074
19,8658994,JAX00214284,JAX00214284
19,8678725,UNC29868820,UNC29868820
19,8708798,UNC29869217,UNC29869217
19,8721821,UNC29869312,UNC29869312
19,8735915,UNC29869483,UNC29869483
19,8746102,UNC29869587,UNC29869587
19,8757169,UNC29869670,UNC29869670
19,8782606,UNC29869860,UNC29869860
19,8810446,JAX00086716,JAX00086716
19,8815563,UNC29870159,UNC29870159
19,8827076,UNC29870238,UNC29870238
19,8840820,UNC29870343,UNC29870343
19,8851720,UNC29870437,UNC29870437
19,8866280,UNC29870591,UNC29870591
19,8877419,UNC29870739,UNC29870739
19,8888777,UNC29870891,UNC29870891
19,8901332,UNC29870993,UNC29870993
19,8916239,UNC29871077,UNC29871077
19,8927114,UNC29871139,UNC29871139
19,8936663,UNC29871202,UNC29871202
19,8953561,UNC29871338,UNC29871338
19,8980461,UNC29871593,UNC29871593
19,9021735,UNC29871907,UNC29871907
19,9029736,JAX00086733,JAX00086733
19,9050900,UNC29872192,UNC29872192
19,9109132,UNC29872760,UNC29872760
19,9109389,JAX00470030,JAX00470030
19,9134342,UNC29872947,UNC29872947
19,9165256,UNC29873192,UNC29873192
19,9368188,JAX00470056,JAX00470056;JAX00470056r
19,9444437,UNC29874718,UNC29874718
19,9517240,UNC29875272,UNC29875272
19,9606680,UNC29875321,UNC29875321
19,9697037,UNC29875419,UNC29875419
19,9768314,UNC29875561,UNC29875561
19,9805159,UNC29875605,UNC29875605
19,9844281,UNC29875786,UNC29875786
19,9867868,JAX00470089,JAX00470089
19,9873986,JAX00470093,JAX00470093
19,9884297,JAX00470100,JAX00470100
19,9888118,UNC29876186,UNC29876186
19,9946688,UNC29876798,UNC29876798
X,100156500,UNC31141010,UNC31141010;UNCHS049051
X,10024427,JAX00176974,JAX00176974
X,100471771,UNC31143042,UNC31143042
X,100576111,UNC31143736,UNC31143736
X,100667101,B6_X-097862440-S,B6_X-097862440-S
X,100689863,UNC31144766,UNC31144766
X,100766655,UNC31145265,UNC31145265
X,10083869,JAX00709065,JAX00709065
X,100966818,UNC31146591,UNC31146591
X,101103912,UNC31147619,UNC31147619
X,101133370,UNC31147919,UNC31147919
X,101313381,UNC31148921,UNC31148921
X,101364296,UNC31149365,UNC31149365
X,10139694,,JAX00176982;JAX00176982q
X,101415708,UNC31149689,UNC31149689
X,101519989,UNC31150536,UNC31150536
X,101574107,UNC31150929,UNC31150929
X,101627262,UNC31151289,UNC31151289
X,101675414,UNC31151589,UNC31151589
X,10172443,JAX00709076,JAX00709076;JAX00709076r
X,101725012,UNC31151741,UNC31151741
X,101780280,UNC31152023,UNC31152023
X,101816473,UNC31152217,UNC31152217
X,101883589,UNC31152711,UNC31152711
X,101941169,UNC31153246,UNC31153246
X,101985682,UNC31153686,UNC31153686
X,10199382,UNC30638980,UNC30638980
X,102027885,UNC31154045,UNC31154045
X,102092497,UNC31154429,UNC31154429
X,102143354,UNC31154914,UNC31154914
X,102193320,UNC31155388,UNC31155388;UNCHS049102
X,102249674,UNC31155789,UNC31155789
X,102297609,UNC31156076,UNC31156076
X,102347645,UNC31156340,UNC31156340
X,102414526,UNC31156667,UNC31156667
X,102455172,UNC31156933,UNC31156933
X,102553304,UNC31157680,UNC31157680;UNCHS049109
X,102603527,UNC31158037,UNC31158037
X,102670239,UNC200217527,UNC200217527
X,102711681,UNC31158751,UNC31158751
X,102714523,XiA1,XiA1
X,102715363,XiA2,XiA2
X,102756491,XiB1,XiB1
X,102756499,XiB2,XiB2
X,102766109,XiC1,XiC1
X,102766699,XiC2,XiC2
X,102775927,UNC31158973,UNC31158973
X,102827921,XiD1,XiD1
X,102828266,XiD2,XiD2
X,102858998,XiE2,XiE2
X,102868903,UNC31159403,UNC31159403
X,102916497,UNC31159628,UNC31159628
X,102973501,UNC31159865,UNC31159865
X,103018981,UNC31159982,UNC31159982
X,103078221,UNC31160153,UNC31160153
X,103147851,UNC31160328,UNC31160328
X,103182659,UNC31160547,UNC31160547
X,103240028,UNC31160796,UNC31160796
X,103260818,UNC31160882,UNC31160882
X,103330290,UNC31161392,UNC31161392
X,103383845,UNC31161773,UNC31161773
X,10341066,backupUNC200004813,backupUNC200004813
X,10342336,JAX00709094,JAX00709094
X,103427060,UNC31162073,UNC31162073
X,103474304,UNC31162387,UNC31162387
X,103528187,UNC31162800,UNC31162800
X,103589064,UNC31163151,UNC31163151
X,103642333,UNC31163487,UNC31163487
X,10365888,JAX00176999,JAX00176999
X,103689482,UNC31163894,UNC31163894
X,103720266,UNC31164092,UNC31164092
X,103798429,UNC31164771,UNC31164771
X,103865083,UNC31165250,UNC31165250
X,104000528,UNC31166226,UNC31166226
X,104106672,UNC31167042,UNC31167042
X,10411402,JAX00709104,JAX00709104
X,104158019,UNC31167322,UNC31167322
X,104215308,UNC31167591,UNC31167591
X,104263061,UNC31167934,UNC31167934
X,104321709,UNC31168349,UNC31168349
X,104363968,UNC31168517,UNC31168517
X,104467763,UNC31169206,UNC31169206
X,104535497,UNC31169535,UNC31169535
X,104571975,UNC31169745,UNC31169745
X,10460059,UNC30641410,UNC30641410
X,104621713,UNC31170058,UNC31170058
X,104675135,UNC31170230,UNC31170230;UNCHS049130
X,104719006,UNC31170510,UNC31170510
X,104785235,UNC31170840,UNC31170840
X,104818994,UNC31170954,UNC31170954
X,104922717,UNC31171413,UNC31171413
X,104985738,UNC31171594,UNC31171594
X,105038169,UNC31171777,UNC31171777
X,105089472,UNC31172248,UNC31172248
X,105140570,UNC31172670,UNC31172670
X,10522138,JAX00709117,JAX00709117
X,10522405,JAX00709118,JAX00709118
X,105244931,UNC31173559,UNC31173559
X,105302973,UNC31173965,UNC31173965
X,105346587,UNC31174260,UNC31174260
X,105450337,UNC31174852,UNC31174852
X,105503089,UNC31175172,UNC31175172
X,105561466,UNC31175383,UNC31175383
X,105657838,UNC31175704,UNC31175704
X,10566358,UNC30642287,UNC30642287
X,105686393,UNC31175891,UNC31175891
X,105754806,UNC31176390,UNC31176390
X,105807719,UNC31176688,UNC31176688
X,10588205,UNC30642514,UNC30642514
X,106080097,UNC31178929,UNC31178929
X,10613096,UNC30642753,UNC30642753
X,10635278,UNC30642921,UNC30642921
X,10656312,UNC30643162,UNC30643162
X,106716393,UNC31183175,UNC31183175
X,107075496,UNC31185725,UNC31185725
X,10711800,backupUNC200249354,backupUNC200249354
X,107194698,,JAX00717187;JAX00717187q;JAX00717187r
X,10744418,UNC30643849,UNC30643849
X,107466528,JAX00183066,JAX00183066
X,107479593,JAX00717214,JAX00717214
X,10766603,UNC30643986,UNC30643986
X,107866361,UNC31191384,UNC31191384
X,10789458,UNC30644141,UNC30644141
X,10816163,UNC30644302,UNC30644302
X,108173415,UNC31193448,UNC31193448
X,108333315,UNC31194297,UNC31194297
X,108468842,UNC31194840,UNC31194840
